Date,Open,High,Low,Close,Adj Close,Volume
2023-07-16,30297.47,30437.56,30089.67,30249.13,30249.13,8516564470.00
2023-07-17,30249.63,30336.40,29685.78,30145.89,30145.89,13240156074.00
2023-07-18,30147.07,30233.66,29556.43,29856.56,29856.56,13138897269.00
2023-07-19,29862.05,30184.18,29794.27,29913.92,29913.92,12128602812.00
2023-07-20,29915.25,30195.53,29638.10,29792.02,29792.02,14655207121.00
2023-07-21,29805.11,30046.00,29733.85,29908.74,29908.74,10972789818.00
2023-07-22,29908.70,29991.62,29664.12,29771.80,29771.80,7873300598.00
2023-07-23,29790.11,30330.64,29741.53,30084.54,30084.54,9220145050.00
2023-07-24,30081.66,30093.39,28934.29,29176.92,29176.92,15395817395.00
2023-07-25,29178.97,29353.16,29062.43,29227.39,29227.39,10266772793.00
2023-07-26,29225.76,29675.55,29113.91,29354.97,29354.97,13497554655.00
2023-07-27,29353.80,29560.97,29099.35,29210.69,29210.69,10770779217.00
2023-07-28,29212.16,29521.51,29125.85,29319.25,29319.25,11218474952.00
2023-07-29,29319.45,29396.84,29264.17,29356.92,29356.92,6481775959.00
2023-07-30,29357.09,29443.17,29059.50,29275.31,29275.31,8678454527.00
2023-07-31,29278.31,29489.87,29131.58,29230.11,29230.11,11656781982.00
2023-08-01,29230.87,29675.73,28657.02,29675.73,29675.73,18272392391.00
2023-08-02,29704.15,29988.00,28946.51,29151.96,29151.96,19212655598.00
2023-08-03,29161.81,29375.71,28959.49,29178.68,29178.68,12780357746.00
2023-08-04,29174.38,29302.08,28885.34,29074.09,29074.09,12036639988.00
2023-08-05,29075.39,29102.46,28957.80,29042.13,29042.13,6598366353.00
2023-08-06,29043.70,29160.82,28963.83,29041.86,29041.86,7269806994.00
2023-08-07,29038.51,29244.28,28724.14,29180.58,29180.58,13618163710.00
2023-08-08,29180.02,30176.80,29113.81,29765.49,29765.49,17570561357.00
2023-08-09,29766.70,30093.44,29376.80,29561.49,29561.49,18379521213.00
2023-08-10,29563.97,29688.56,29354.45,29429.59,29429.59,11865344789.00
2023-08-11,29424.90,29517.77,29253.52,29397.71,29397.71,10195168197.00
2023-08-12,29399.79,29465.11,29357.59,29415.96,29415.96,6194358008.00
2023-08-13,29416.59,29441.43,29265.81,29282.91,29282.91,7329897180.00
2023-08-14,29283.26,29660.25,29124.11,29408.44,29408.44,14013695304.00
2023-08-15,29408.05,29439.12,29088.85,29170.35,29170.35,12640195779.00
2023-08-16,29169.07,29221.98,28701.78,28701.78,28701.78,14949271904.00
2023-08-17,28699.80,28745.95,25409.11,26664.55,26664.55,31120851211.00
2023-08-18,26636.08,26808.20,25668.92,26049.56,26049.56,24026236529.00
2023-08-19,26047.83,26249.45,25802.41,26096.21,26096.21,10631443812.00
2023-08-20,26096.86,26260.68,26004.31,26189.58,26189.58,9036580420.00
2023-08-21,26188.69,26220.20,25846.09,26124.14,26124.14,13371557893.00
2023-08-22,26130.75,26135.51,25520.73,26031.66,26031.66,14503820706.00
2023-08-23,26040.47,26786.90,25805.00,26431.64,26431.64,16985265785.00
2023-08-24,26431.52,26554.91,25914.93,26162.37,26162.37,12871532023.00
2023-08-25,26163.68,26248.10,25786.81,26047.67,26047.67,12406045118.00
2023-08-26,26047.23,26107.38,25983.88,26008.46,26008.46,6034817316.00
2023-08-27,26008.24,26165.37,25965.10,26089.69,26089.69,6913768611.00
2023-08-28,26089.62,26198.58,25880.60,26106.15,26106.15,11002805166.00
2023-08-29,26102.49,28089.34,25912.63,27727.39,27727.39,29368391712.00
2023-08-30,27726.08,27760.16,27069.21,27297.27,27297.27,16343655235.00
2023-08-31,27301.93,27456.08,25752.93,25931.47,25931.47,20181001451.00
2023-09-01,25934.02,26125.87,25362.61,25800.72,25800.72,17202862221.00
2023-09-02,25800.91,25970.29,25753.09,25868.80,25868.80,10100387473.00
2023-09-03,25869.47,26087.15,25817.03,25969.57,25969.57,8962524523.00
2023-09-04,25968.17,26081.53,25657.03,25812.42,25812.42,10680635106.00
2023-09-05,25814.96,25858.38,25589.99,25779.98,25779.98,11094740040.00
2023-09-06,25783.93,25953.02,25404.36,25753.24,25753.24,12752705327.00
2023-09-07,25748.31,26409.30,25608.20,26240.20,26240.20,11088307100.00
2023-09-08,26245.21,26414.01,25677.48,25905.65,25905.65,10817356400.00
2023-09-09,25905.43,25921.98,25810.49,25895.68,25895.68,5481314132.00
2023-09-10,25895.21,25978.13,25640.26,25832.23,25832.23,7899553047.00
2023-09-11,25831.71,25883.95,24930.30,25162.65,25162.65,14600006467.00
2023-09-12,25160.66,26451.94,25133.08,25833.34,25833.34,18657279324.00
2023-09-13,25837.55,26376.11,25781.12,26228.32,26228.32,13072077070.00
2023-09-14,26228.28,26774.62,26171.45,26539.67,26539.67,13811359124.00
2023-09-15,26533.82,26840.50,26240.70,26608.69,26608.69,11479735788.00
2023-09-16,26606.20,26754.77,26473.89,26568.28,26568.28,7402031417.00
2023-09-17,26567.93,26618.00,26445.07,26534.19,26534.19,6774210670.00
2023-09-18,26532.99,27414.73,26415.52,26754.28,26754.28,15615339655.00
2023-09-19,26760.85,27488.76,26681.61,27211.12,27211.12,13807690550.00
2023-09-20,27210.23,27379.51,26864.08,27132.01,27132.01,13281116604.00
2023-09-21,27129.84,27152.94,26389.30,26567.63,26567.63,13371443708.00
2023-09-22,26564.06,26726.08,26495.53,26579.57,26579.57,10578746709.00
2023-09-23,26578.56,26634.19,26520.52,26579.39,26579.39,7404700301.00
2023-09-24,26579.37,26716.06,26221.05,26256.83,26256.83,8192867686.00
2023-09-25,26253.78,26421.51,26011.47,26298.48,26298.48,11997833257.00
2023-09-26,26294.76,26389.88,26090.71,26217.25,26217.25,9985498161.00
2023-09-27,26209.50,26817.84,26111.46,26352.72,26352.72,11718380997.00
2023-09-28,26355.81,27259.50,26327.32,27021.55,27021.55,14079002707.00
2023-09-29,27024.84,27225.94,26721.76,26911.72,26911.72,10396435377.00
2023-09-30,26911.69,27091.79,26888.97,26967.92,26967.92,5331172801.00
2023-10-01,26967.40,28047.24,26965.09,27983.75,27983.75,9503917434.00
2023-10-02,27976.80,28494.46,27347.79,27530.79,27530.79,19793041322.00
2023-10-03,27508.25,27667.19,27216.00,27429.98,27429.98,11407814187.00
2023-10-04,27429.07,27826.66,27248.11,27799.39,27799.39,11143355314.00
2023-10-05,27798.65,28091.86,27375.60,27415.91,27415.91,11877253670.00
2023-10-06,27412.12,28252.54,27215.55,27946.60,27946.60,13492391599.00
2023-10-07,27946.78,28028.09,27870.42,27968.84,27968.84,6553044316.00
2023-10-08,27971.68,28102.17,27740.66,27935.09,27935.09,7916875290.00
2023-10-09,27934.47,27989.47,27302.56,27583.68,27583.68,12007668568.00
2023-10-10,27589.20,27715.85,27301.65,27391.02,27391.02,9973350678.00
2023-10-11,27392.08,27474.12,26561.10,26873.32,26873.32,13648094333.00
2023-10-12,26873.29,26921.44,26558.32,26756.80,26756.80,9392909295.00
2023-10-13,26752.88,27092.70,26686.32,26862.38,26862.38,15165312851.00
2023-10-14,26866.20,26969.00,26814.59,26861.71,26861.71,5388116782.00
2023-10-15,26858.01,27289.17,26817.89,27159.65,27159.65,7098201980.00
2023-10-16,27162.63,29448.14,27130.47,28519.47,28519.47,27833876539.00
2023-10-17,28522.10,28618.75,28110.19,28415.75,28415.75,14872527508.00
2023-10-18,28413.53,28889.01,28174.25,28328.34,28328.34,12724128586.00
2023-10-19,28332.42,28892.47,28177.99,28719.81,28719.81,14448058195.00
2023-10-20,28732.81,30104.09,28601.67,29682.95,29682.95,21536125230.00
2023-10-21,29683.38,30287.48,29481.75,29918.41,29918.41,11541146996.00
2023-10-22,29918.65,30199.43,29720.31,29993.90,29993.90,10446520040.00
2023-10-23,30140.69,34370.44,30097.83,33086.23,33086.23,38363572311.00
2023-10-24,33077.30,35150.43,32880.76,33901.53,33901.53,44934999645.00
2023-10-25,33916.04,35133.76,33709.11,34502.82,34502.82,25254318008.00
2023-10-26,34504.29,34832.91,33762.32,34156.65,34156.65,19427195376.00
2023-10-27,34156.50,34238.21,33416.89,33909.80,33909.80,16418032871.00
2023-10-28,33907.72,34399.39,33874.80,34089.57,34089.57,10160330825.00
2023-10-29,34089.37,34743.26,33947.57,34538.48,34538.48,11160323986.00
2023-10-30,34531.74,34843.93,34110.97,34502.36,34502.36,17184860315.00
2023-10-31,34500.08,34719.25,34083.31,34667.78,34667.78,15758270810.00
2023-11-01,34657.27,35527.93,34170.69,35437.25,35437.25,22446272005.00
2023-11-02,35441.58,35919.84,34401.57,34938.24,34938.24,20998158544.00
2023-11-03,34942.47,34942.47,34133.44,34732.32,34732.32,17158456701.00
2023-11-04,34736.32,35256.03,34616.69,35082.20,35082.20,9561294264.00
2023-11-05,35090.01,35340.34,34594.24,35049.36,35049.36,12412743996.00
2023-11-06,35044.79,35286.03,34765.36,35037.37,35037.37,12693436420.00
2023-11-07,35047.79,35892.42,34545.82,35443.56,35443.56,18834737789.00
2023-11-08,35419.48,35994.42,35147.80,35655.28,35655.28,17295394918.00
